city,country,x3,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x33,x36,x38,x39,x41,x47,x48,x49,x50,x51,x52,x53,x54,x55,country_name,continent_name,wage_span,median_salary,average_salary,lowest_salary,highest_salary,Rank,Country,Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index
Gladstone,Australia,8.77,1.1,0.64,0.95,2.82,6.46,6.12,8.49,2.65,2.04,2.38,3.33,2.21,1.7,1.22,0.54,1.34,151.87209302325576,61.16,46.480000000000004,10.87,101.94,1219.3626470588235,942.4621212121216,1865.3463636363635,1540.8633333333328,4986.067391304348,3651.014090909091,4417.27,3.4492105263157895,Australia,Oceania,Monthly,4306.45,4903.23,1236.13,21774.19,6.0,Australia,77.75,36.84,58.57,77.44,72.95,104.63
Znojmo,Czech Republic,5.41,0.71,1.3,2.16,1.56,8.65,5.08,7.79,1.19,1.08,1.3,3.03,0.87,0.87,1.3,0.43,2.03,173.03,10.81,30.28,6.88,86.52,410.96,346.07,648.88,519.1,3661.9180952380952,2581.61,1146.35,4.8421875,Czech Republic,Europe,Monthly,2310.03,2653.06,668.69,11810.68,32.0,Czech Republic,48.24,18.4,34.25,42.76,36.72,66.47
Russellville,United States,7.25,1.07,2.2,3.17,1.92,8.41,12.06,11.87,3.87,1.49,2.95,3.64,1.58,2.16,1.42,2.05,1.02,193.33,66.22,25.0,8.5,50.0,750.0,640.0,950.0,820.0,3702.987788461537,2821.9793931398435,3333.33,4.85,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Grass Valley,United States,9.0,1.0028659286592847,4.96,2.19,4.29,10.1,11.62058744993324,14.610352201257857,6.37,1.73,4.39,5.22,1.76,3.31,1.92,1.5,1.44,159.73,85.0,41.40092833876223,11.75,200.0,1386.5,1200.0,2200.0,1800.0,3702.987788461537,2821.9793931398435,3978.667886597939,5.1448448043184625,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Kennesaw,United States,8.38,1.0028659286592847,3.0455610357583267,4.41,3.1753609625668444,6.59,11.62058744993324,14.610352201257857,4.39,2.18,4.39,3.31,2.7976583034647553,2.7418279569892507,1.7897724550898224,1.25,0.86,450.0,55.0,20.0,16.0,47.5,1861.0,1941.0,3725.0,2133.0,3702.987788461537,2821.9793931398435,3604.0,7.0,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Laramie,United States,6.75,0.79,2.2,3.14,3.7,7.47,6.44,10.12,2.57,1.35,2.76,3.28,1.1,1.76,1.28,1.38,1.03,166.87,45.0,29.95,10.0,87.67,775.0,625.0,1800.0,1200.0,2690.98,430.56,4200.0,5.32,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Moose Jaw,Canada,8.89,1.48,1.91,1.63,3.19,10.28,8.17,10.93,3.15,1.06,2.96,2.88,1.91,1.74,2.22,1.98,1.35,154.9,54.66,55.59,7.41,101.91,1099.1472115384613,998.8084313725492,1880.0067961165053,1671.7925742574246,5159.83918032787,3967.442711864406,1185.84,4.66,Canada,Northern America,Monthly,6311.03,7352.94,1850.0,32720.59,24.0,Canada,70.22,34.33,53.4,70.01,67.86,87.98
Fairborn,United States,7.5,0.76,1.92,2.72,1.84,6.06,6.6,7.72,4.1,1.31,2.76,4.41,2.2,2.2,1.5,1.0,0.95,95.0,67.21,41.40092833876223,12.0,50.0,700.0,700.0,1200.0,1200.0,3702.987788461537,2821.9793931398435,4000.0,4.25,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Cottonwood Heights,United States,6.75,0.76,2.37,4.73,3.66,9.82,19.83,7.72,5.1,1.73,4.03,4.93,3.12,3.12,1.43,1.94,1.39,90.2,75.0,41.40092833876223,11.0,91.88,1461.2176331360947,1234.39430176565,2503.6035714285736,2072.2105687203793,3702.987788461537,2821.9793931398435,3978.667886597939,5.43,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Mason,United States,6.14,0.82,2.74,2.2,2.09,8.26,11.62058744993324,13.23,3.28,0.99,2.74,2.95,1.85,2.18,1.7897724550898224,1.8300843373494007,1.19,150.0,50.0,10.0,11.0,125.0,1100.0,1200.0,3000.0,2000.0,1829.86,2821.9793931398435,3978.667886597939,5.1448448043184625,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Galesburg,United States,8.5,0.95,3.14,2.93,5.0,8.21,14.33,10.57,6.89,1.19,5.5,5.78,5.13,5.05,1.39,1.2,1.28,156.84,50.8,50.0,7.5,101.0,483.33,475.0,900.0,800.0,3702.987788461537,2821.9793931398435,1750.0,5.65,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Penticton,Canada,7.41,1.84,2.05,1.48,3.1,14.82,10.17,14.45,2.17,0.77,2.91,2.91,2.02,0.73,2.09,1.76,1.52,142.92,53.55,48.79,11.12,120.31,1235.25,988.2,2001.1,1778.76,5421.72,3189.88,2965.9993749999994,6.83,Canada,Northern America,Monthly,6311.03,7352.94,1850.0,32720.59,24.0,Canada,70.22,34.33,53.4,70.01,67.86,87.98
San Dimas,United States,11.5,1.06,3.31,6.61,5.0,9.92,33.07,22.05,3.31,1.76,2.76,3.31,1.65,1.32,1.0,2.0,1.48,167.65,57.5,41.40092833876223,12.0,90.0,1461.2176331360947,1234.39430176565,2503.6035714285736,2072.2105687203793,3702.987788461537,2821.9793931398435,3978.667886597939,5.0,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Mildura,Australia,9.17,1.43,1.96,2.04,2.92,5.44,6.8,13.59,3.74,2.72,2.72,6.12,2.89,2.72,2.89,0.54,1.19,101.94,27.18,46.480000000000004,10.19,97.72489361702127,1219.3626470588235,942.4621212121216,1865.3463636363635,1540.8633333333328,4986.067391304348,3651.014090909091,3422.3042424242426,3.4492105263157895,Australia,Oceania,Monthly,4306.45,4903.23,1236.13,21774.19,6.0,Australia,77.75,36.84,58.57,77.44,72.95,104.63
Bad Nauheim,Germany,7.38,1.06,2.21,2.07,2.89,13.53,8.45,14.75,2.97,1.73,2.11,0.83,1.23,0.94,1.16,0.68,2.32,345.63,38.64,21.07,14.23,158.06,717.7899107142855,557.0731092436978,1382.9762499999983,1057.486403508771,5106.977380952377,3770.2163218390774,2645.3018518518493,1.47,Germany,Europe,Monthly,3731.5,4048.63,1014.8,17970.4,44.0,Germany,65.58,27.62,47.78,52.31,60.91,103.08
Alamogordo,United States,7.5,0.64,0.97,1.59,3.1753609625668444,11.02,7.63,14.26,3.28,0.99,2.71,2.47,1.72,1.1,1.63,2.0,1.29,133.78,62.67,10.0,9.0,58.5,900.0,750.0,1100.0,900.0,1184.03,2821.9793931398435,1200.0,5.43,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Kolin,Czech Republic,6.88,0.58,0.84,1.51,1.3,10.06,5.84,7.79,1.19,1.21,1.51,2.25,0.58,0.52,0.87,0.47,1.81,200.56,19.47,40.55,6.06,86.52,515.9011538461539,443.5107407407407,817.8746153846153,638.5844444444446,2814.94,1949.06,1384.27,4.0,Czech Republic,Europe,Monthly,2310.03,2653.06,668.69,11810.68,32.0,Czech Republic,48.24,18.4,34.25,42.76,36.72,66.47
Pikesville,United States,7.0,0.92,3.0455610357583267,2.2,3.1753609625668444,6.06,11.62058744993324,7.25,4.41,1.01,3.31,4.41,0.66,1.21,3.0,2.0,0.95,150.0,65.0,41.40092833876223,12.5,125.0,700.0,550.0,1200.0,1000.0,3702.987788461537,2821.9793931398435,3978.667886597939,6.58,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Kohtla-Jarve,Estonia,5.8,0.76,0.73,1.7,3.03,4.74,5.26,12.53,1.63,1.19,1.81,2.09,0.58,0.55,1.65,0.97,1.76,200.21,15.81,34.25,7.48,73.76,210.75,158.06,316.12,263.44,1754.66625,1345.957142857143,1080.09,2.0,Estonia,Europe,Monthly,2579.28,2906.98,729.39,12896.41,38.0,Estonia,53.68,16.37,36.19,42.29,56.43,63.46
Zgorzelec,Poland,5.63,0.75,0.23,0.91,2.16,1.8,4.5,4.51,0.91,1.21,1.44,1.35,0.67,0.67,0.45,0.18,1.53,130.41,14.26,11.27,4.06,56.34,180.3,112.69,540.9,450.75,2278.2935000000007,1805.4333333333336,919.9970454545456,4.42,Poland,Europe,Monthly,1496.57,1736.84,437.07,7734.55,99.0,Poland,38.95,14.45,27.46,32.42,33.52,59.95
Springville,United States,8.5,1.06,2.76,11.02,2.99,6.61,4.41,13.23,11.02,1.97,13.23,17.64,2.2,2.19,1.5,1.99,1.25,225.0,62.5,41.40092833876223,12.0,105.0,1461.2176331360947,1234.39430176565,2503.6035714285736,2072.2105687203793,3702.987788461537,2821.9793931398435,3978.667886597939,5.43,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Mazarron,Spain,7.38,0.74,0.74,1.5,2.4,7.9,8.43,4.21,1.69,1.79,1.48,1.58,1.16,1.26,1.05,0.26,1.48,115.91,34.25,31.61,7.9,84.3,638.8670833333332,529.5508955223881,1029.605072463768,823.0813432835822,2810.926666666666,1933.5176190476188,1644.671232876712,1.8,Spain,Europe,Monthly,2579.28,2875.26,877.38,12050.74,116.0,Spain,53.88,21.25,38.58,45.69,53.96,70.04
Liptovsky Mikulas,Slovakia,6.32,0.71,1.15,1.31,2.35,7.38,5.53,9.48,1.21,1.31,1.31,3.68,0.79,0.63,1.05,0.42,1.44,190.99,14.4,30.56,5.27,89.57,632.25,395.15,1053.75,895.68,5321.41,2634.36,658.59,2.95,Slovakia,Europe,Monthly,2114.16,2315.01,581.4,10295.98,111.0,Slovakia,44.68,16.11,31.29,39.74,36.08,54.7
Bardejov,Slovakia,6.32,0.77,0.91,0.84,1.48,7.38,5.68,10.54,1.51,1.65,2.11,3.33,0.98,1.15,1.1,0.32,1.59,126.45,13.7,26.34,7.38,81.67,403.94,351.25,755.18,667.37,1580.62,1053.75,579.56,1.2,Slovakia,Europe,Monthly,2114.16,2315.01,581.4,10295.98,111.0,Slovakia,44.68,16.11,31.29,39.74,36.08,54.7
Fairmont,United States,8.25,0.8,2.01,2.18,1.29,8.49,12.99,8.49,4.39,1.52,4.39,2.18,2.18,2.18,1.85,1.75,1.23,123.99,55.0,17.5,8.0,56.67,600.0,1234.39430176565,1000.0,800.0,3702.987788461537,2821.9793931398435,3510.0,5.1448448043184625,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Ridgecrest,United States,8.0,1.11,3.37,4.41,3.22,6.61,10.28,15.98,5.0,1.8,4.29,5.68,2.64,2.16,1.81,1.5,1.68,157.63,68.6,30.0,18.0,134.29,1000.0,1234.39430176565,2503.6035714285736,2072.2105687203793,3702.987788461537,2821.9793931398435,3978.667886597939,5.19,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Concon,Chile,5.66,0.91,0.91,1.16,2.21,7.89,4.15,7.67,1.26,1.05,1.02,1.19,0.75,1.06,0.76,1.0,1.15,78.13,28.49,28.3,5.09,50.93,339.56,452.74,509.34,650.82,1358.23,905.49,452.74,3.45,Chile,South America,Monthly,1890.4,2090.56,525.98,9274.09,25.0,Chile,43.9,13.51,29.66,38.87,43.26,33.27
Redcliff,Zimbabwe,6.0,1.61,1.0,1.51,1.81,8.08,4.91,4.73,2.9,1.52,1.89,1.39,1.65,1.35,0.76,0.92,1.5,60.67,118.75,30.0,6.5,51.43,196.58666666666667,209.665,534.7233333333334,426.39000000000004,1122.05,1041.26,311.11,15.0,Zimbabwe,Africa,Monthly,555.40204,602.37635,151.42305,2674.772,139.0,Zimbabwe,45.68,8.75,28.37,39.88,38.13,19.07
Geraldton,Australia,8.15,1.34,2.49,1.63,2.96,6.46,7.48,9.85,4.01,2.89,3.74,6.73,2.04,1.19,1.7,1.02,1.34,151.87209302325576,54.37,29.9,12.23,126.4,1189.26,747.54,1189.26,1019.37,3879.04,1577.3,2412.51,5.25,Australia,Oceania,Monthly,4306.45,4903.23,1236.13,21774.19,6.0,Australia,77.75,36.84,58.57,77.44,72.95,104.63
Grodzisk Mazowiecki,Poland,7.89,0.68,1.13,0.9,2.16,8.34,2.25,7.89,0.9,0.9,1.13,0.9,0.23,0.23,0.45,0.45,1.58,147.36,13.52,20.28,7.89,76.63,450.75,383.14,676.12,540.9,2186.14,1893.15,1081.8,4.0,Poland,Europe,Monthly,1496.57,1736.84,437.07,7734.55,99.0,Poland,38.95,14.45,27.46,32.42,33.52,59.95
Rethymno,Greece,7.38,1.61,1.06,2.08,3.36,10.47,6.98,8.76,1.88,1.48,1.42,1.43,0.97,0.84,0.89,0.7,2.19,112.8,32.66,48.3,7.64,97.18,413.59,321.39,670.18,590.1,2283.11,2107.49,843.0,4.0,Greece,Europe,Monthly,2241.01,2579.28,655.39,11522.2,46.0,Greece,56.22,12.68,35.81,44.73,52.19,39.73
Starkville,United States,12.0,1.13,2.73,3.95,2.46,8.11,9.04,15.41,3.7,1.36,2.91,3.84,2.18,2.68,1.67,1.58,1.17,188.37,72.5,41.40092833876223,10.0,100.2154358353511,1295.0,750.0,2295.0,1201.0,3884.37,1656.46,1500.0,5.1448448043184625,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Levice,Slovakia,6.32,0.82,1.05,1.05,2.09,10.54,6.92,8.25,2.11,1.72,1.75,3.38,1.05,0.81,1.05,1.05,1.13,205.48,15.81,21.07,7.38,115.39,403.94,333.69,579.56,516.34,1475.24,1106.43,737.62,2.8,Slovakia,Europe,Monthly,2114.16,2315.01,581.4,10295.98,111.0,Slovakia,44.68,16.11,31.29,39.74,36.08,54.7
Dumfries,United Kingdom,4.92,1.33,1.68,4.31,2.42,6.15,6.56,12.71,1.54,1.54,1.54,2.46,1.59,1.23,1.05,1.39,2.01,199.88,39.36,53.81,10.46,112.75,584.25,533.0,799.5,738.0,1845.0,1230.0,2583.0,3.55,United Kingdom,Europe,Monthly,6300.0,7235.37,1829.27,32214.63,131.0,United Kingdom,69.65,31.84,51.93,56.58,76.79,88.78
Princeton,United States,8.5,1.1,4.04,5.55,4.5,20.39,21.5,21.86,6.75,2.76,5.14,7.86,2.71,3.57,2.59,2.5,1.29,202.62,72.83,69.75,12.5,205.0,2241.67,1400.0,5333.33,3833.33,4291.21,3971.88,4000.0,4.7,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Godollo,Hungary,5.34,0.69,1.03,0.99,1.44,7.71,4.81,10.1,1.16,1.22,1.24,2.47,0.99,0.9,0.96,0.32,1.2,114.63,10.54,29.57,5.14,81.42,250.68,209.97,582.78,462.8,1508.37,1156.99,913.59,4.63,Hungary,Europe,Monthly,1227.46,1344.23,339.45,5974.36,51.0,Hungary,40.66,11.91,27.18,35.19,32.82,51.98
Smithfield,United States,5.25,1.0,1.36,1.95,2.99,8.36,24.23,14.31,4.82,1.39,3.85,5.49,1.12,1.63,1.94,0.75,1.01,177.42,83.33,10.0,7.5,110.0,1461.2176331360947,1234.39430176565,2503.6035714285736,2072.2105687203793,3702.987788461537,2821.9793931398435,3978.667886597939,5.1448448043184625,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Coos Bay,United States,9.0,0.83,2.76,3.99,1.69,12.42,5.49,9.61,4.43,1.63,5.38,5.07,1.49,2.13,1.52,1.9,1.28,201.0,66.33,41.40092833876223,11.38,85.0,975.0,712.5,1585.0,1250.0,3702.987788461537,2821.9793931398435,3978.667886597939,5.21,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Clearfield,United States,7.0,0.76,2.76,3.58,2.0,9.91,9.92,11.01,3.49,1.33,2.89,2.2,1.73,2.04,1.91,2.66,1.12,148.75,62.0,41.40092833876223,8.5,50.0,700.0,500.0,1200.0,1000.0,3702.987788461537,2821.9793931398435,5000.0,4.71,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Martinsville,United States,5.0,0.88,3.03,2.2,2.14,5.51,13.78,16.16,1.65,1.08,1.52,1.96,1.52,2.18,1.25,1.5,1.13,135.87,65.0,41.40092833876223,12.0,123.0,1461.2176331360947,1234.39430176565,2503.6035714285736,2072.2105687203793,3702.987788461537,2821.9793931398435,3978.667886597939,4.79,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
San Giuliano Terme,Italy,8.43,1.18,1.95,2.21,6.32,9.48,8.43,15.28,1.33,1.05,1.32,2.42,1.05,2.21,1.15,0.41,2.08,182.00381578947366,28.87,52.69,8.43,147.52,585.0661739130435,459.99308411214975,1034.8427184466013,756.4395454545453,2972.4798979591806,1859.0855999999985,1527.93,1.0,Italy,Europe,Monthly,3467.23,3868.92,972.52,17230.44,59.0,Italy,66.47,20.55,44.95,57.95,70.58,61.74
Zepce,Bosnia And Herzegovina,2.69,0.78,0.7,2.15,1.29,5.38,8.06,8.06,1.34,1.34,1.61,1.61,0.54,0.81,1.08,0.54,1.56,134.39,22.04,21.5,3.76,80.63,134.39,53.75,188.14,80.63,1236.35,1021.33,662.97,3.0,,,,,,,,18.0,Bosnia And Herzegovina,36.12,6.82,22.39,31.14,25.34,44.1
Waterloo,Belgium,9.48,1.08,2.05,1.98,3.08,9.14,8.66,14.52,2.39,1.62,2.5,2.64,1.42,1.23,1.15,1.0,1.98,207.8,51.82,29.350344827586206,12.64,120.52,779.1285185185186,635.1616666666666,1175.1187096774197,962.7316129032258,3480.637916666666,2891.609130434783,2353.24,1.64,Belgium,Europe,Monthly,5729.39,6522.2,1997.89,27378.44,14.0,Belgium,72.61,25.79,50.67,63.32,78.63,79.72
Tongeren,Belgium,10.01,0.83,1.86,1.48,2.19,10.71,7.38,11.59,1.93,1.55,1.48,3.29,0.95,1.58,0.95,0.46,1.89,158.06,73.76,21.07,8.96,105.37,779.1285185185186,474.19,869.34,737.62,3688.11,3161.24,2353.24,1.47,Belgium,Europe,Monthly,5729.39,6522.2,1997.89,27378.44,14.0,Belgium,72.61,25.79,50.67,63.32,78.63,79.72
South Riding,United States,7.0,0.87,2.85,1.72,4.0,17.64,10.0,20.0,1.3,1.52,1.08,4.39,4.39,3.51,2.0,1.18,1.15,175.26,40.0,70.0,14.0,120.0,1461.2176331360947,1234.39430176565,2200.0,2100.0,3702.987788461537,2821.9793931398435,3978.667886597939,5.43,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Shepparton,Australia,9.96,0.68,1.47,1.17,2.77,6.12,7.48,13.25,2.97,2.38,2.38,4.08,0.68,1.36,1.68,2.81,1.34,247.06,52.73,22.09,11.89,99.09,679.58,604.83,1427.12,1155.29,1698.95,1359.16,2174.65,3.0,Australia,Oceania,Monthly,4306.45,4903.23,1236.13,21774.19,6.0,Australia,77.75,36.84,58.57,77.44,72.95,104.63
Skelleftea,Sweden,8.72,1.2,2.58,2.87,3.36,8.84,8.81,16.24,3.03,2.57,2.45,2.81,1.23,1.23,2.13,1.02,2.15,174.31,30.67,37.28,11.62,67.79,1032.97,742.45,1423.56,1113.67,3357.16,4059.72,2466.61,2.0,Sweden,Europe,Monthly,3568.16,4144.56,1043.0,18389.75,119.0,Sweden,71.74,25.86,50.23,65.78,72.61,98.14
Lloydminster,Canada,8.89,1.84,1.66,3.05,3.19,8.4,10.9,10.93,3.15,1.44,3.11,2.88,1.91,1.74,1.6,1.71,1.32,177.46,54.66,33.91,9.12,94.5,555.86,555.86,889.38,889.38,5159.83918032787,3967.442711864406,2965.9993749999994,4.11,Canada,Northern America,Monthly,6311.03,7352.94,1850.0,32720.59,24.0,Canada,70.22,34.33,53.4,70.01,67.86,87.98
Key West,United States,9.79,1.52,2.91,4.28,3.0,22.33,13.78,9.37,8.95,2.12,5.51,8.53,4.31,5.14,3.33,2.36,1.14,222.0,63.5,108.0,12.0,133.33,2266.67,2200.0,8333.33,7093.33,7742.84,5769.46,4683.33,5.43,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Kahului,United States,8.0,1.0028659286592847,5.51,3.64,5.0,13.23,11.02,14.610352201257857,9.47,1.6835125448028656,8.8,9.8,6.05,5.51,3.25,1.79,1.45,330.74,57.2,60.0,12.75,123.0,1500.0,1550.0,3150.0,3150.0,4305.56,5381.96,6000.0,5.1448448043184625,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Ostuni,Italy,8.47490196078432,0.95,1.05,1.58,2.11,10.54,6.32,11.06,1.58,1.37,1.32,2.475804195804198,0.95,1.05,1.05,0.35,2.1357241379310348,105.37,21.07,31.61,8.43,94.84,585.0661739130435,368.81,1034.8427184466013,756.4395454545453,2972.4798979591806,1859.0855999999985,1422.56,1.5,Italy,Europe,Monthly,3467.23,3868.92,972.52,17230.44,59.0,Italy,66.47,20.55,44.95,57.95,70.58,61.74
Lushnje,Albania,3.02,1.1,0.56,1.09,2.14,6.03,4.29,7.66,1.11,1.8,0.97,0.68,0.72,0.62,0.39,0.57,1.7,50.77,16.53,31.54,7.88,67.1,148.75,97.15,281.52,209.38,887.8489999999998,536.0411111111111,317.54,5.4,Albania,Europe,Monthly,832.84,956.92,241.22,4258.49,2.0,Albania,35.5,8.47,22.83,29.32,25.82,30.19
Lagos,Portugal,7.38,1.21,1.24,1.55,2.28,7.34,5.35,10.27,2.17,1.56,1.84,1.53,1.16,1.34,1.18,1.45,2.41,101.86,42.15,56.48,6.33,61.12,882.51,716.55,1650.87,1219.15,3517.33,3450.68,923.29,3.33,Portugal,Europe,Monthly,2537.0,2917.55,739.96,13002.11,100.0,Portugal,47.94,20.73,35.19,39.01,40.26,46.8
Orillia,Canada,10.01,2.69,2.34,3.54,2.22,11.216857142857139,12.69,13.693592233009712,4.69,0.96,3.88,3.97,4.13,3.02,2.79,2.59,1.49,204.74,84.0,75.04,11.12,121.05,1037.61,833.79,1852.87,1704.64,5159.83918032787,3967.442711864406,2965.9993749999994,5.344150943396228,Canada,Northern America,Monthly,6311.03,7352.94,1850.0,32720.59,24.0,Canada,70.22,34.33,53.4,70.01,67.86,87.98
Eldersburg,United States,9.0,1.01,3.31,4.41,2.5,11.02,11.91,16.56,4.67,1.5,5.53,4.74,2.76,3.02,1.82,2.13,1.06,148.18,56.06,41.40092833876223,12.0,110.28,1350.0,1234.39430176565,2100.0,1500.0,3702.987788461537,2821.9793931398435,3978.667886597939,5.16,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Balatan,Philippines,2.15,1.88,1.18,0.97,1.42,1.61,3.14,4.93,1.58,2.39,1.7,1.54,1.58,1.61,1.79,1.09,1.27,87.54,43.96,32.35354166666668,4.49,40.37,264.7051785714286,162.46301886792455,644.4740000000003,253.38,1961.780294117647,1074.2873529411766,290.16078431372546,7.416730769230768,Philippines,Asia,Monthly,728.78,790.54,199.4,3511.56,98.0,Philippines,37.06,9.59,24.18,37.84,20.61,21.47
Warrnambool,Australia,7.48,0.97,1.02,2.11,3.78,5.44,6.12,23.79,2.72,2.04,2.04,4.8846808510638295,1.7,4.08,1.36,1.02,1.35,135.92,41.68,29.9,9.51,83.81,1219.3626470588235,942.4621212121216,1865.3463636363635,1540.8633333333328,4986.067391304348,3651.014090909091,3422.3042424242426,2.5,Australia,Oceania,Monthly,4306.45,4903.23,1236.13,21774.19,6.0,Australia,77.75,36.84,58.57,77.44,72.95,104.63
Nicholasville,United States,7.0,0.92,1.38,2.18,3.1753609625668444,8.8,11.62058744993324,19.82,8.82,1.6835125448028656,6.61,4.41,4.41,4.41,1.0,0.5,1.2154789272030644,503.21,145.0,50.0,12.0,75.0,1000.0,1234.39430176565,1800.0,1400.0,3702.987788461537,2821.9793931398435,3978.667886597939,2.38,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Lawrenceville,United States,6.5,0.73,3.8,2.45,3.88,8.82,6.61,14.610352201257857,3.31,1.12,1.65,2.61,2.14,2.3,1.39,1.39,1.12,165.7,60.0,15.0,9.0,75.0,1425.0,1550.0,2050.0,2150.0,1076.39,1001.04,5100.0,5.43,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Orangeville,Canada,14.82,1.7,2.72,2.43,4.45,13.0,9.88,13.693592233009712,2.13,1.85,3.15,3.95,2.1,2.03,2.22,1.11,1.49,203.82,61.76,44.47,7.41,185.29,1151.99,998.8084313725492,2001.1,1671.7925742574246,5159.83918032787,3967.442711864406,3557.52,5.344150943396228,Canada,Northern America,Monthly,6311.03,7352.94,1850.0,32720.59,24.0,Canada,70.22,34.33,53.4,70.01,67.86,87.98
Treviglio,Italy,8.43,1.36,1.89,2.11,3.16,11.59,15.81,26.34,2.09,2.09,2.23,5.27,1.74,1.03,2.09,0.94,1.74,298.56,31.61,31.61,9.48,105.37,526.87,421.5,1053.75,843.0,2002.12,1791.37,1767.13,1.65,Italy,Europe,Monthly,3467.23,3868.92,972.52,17230.44,59.0,Italy,66.47,20.55,44.95,57.95,70.58,61.74
Fort Erie,Canada,7.23,1.79,1.98,2.16,2.58,9.73,9.19,11.13,2.96,1.04,2.55,3.14,0.82,2.15,2.08,1.11,1.49,110.28,55.32,48.17,9.63,103.35,1099.1472115384613,998.8084313725492,1880.0067961165053,1671.7925742574246,5159.83918032787,3967.442711864406,2965.9993749999994,4.72,Canada,Northern America,Monthly,6311.03,7352.94,1850.0,32720.59,24.0,Canada,70.22,34.33,53.4,70.01,67.86,87.98
Kerrville,United States,5.0,1.02,2.65,4.41,4.0,10.96,3.31,10.82,4.54,2.25,3.33,3.59,2.88,3.25,1.69,1.93,0.85,104.64,80.0,41.40092833876223,10.0,120.0,1200.0,1000.0,2503.6035714285736,2072.2105687203793,3702.987788461537,2821.9793931398435,3978.667886597939,4.46,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Mont-de-Marsan,France,9.27,0.97,2.06,3.27,2.69,14.17,10.91,22.13,3.16,2.74,2.37,2.34,1.45,1.58,0.97,0.74,2.11,79.97,16.86,31.61,8.43,173.87,474.19,605.5365671641792,843.0,1075.406515151515,2845.11,2107.49,1954.7,1.2,France,Europe,Monthly,3769.56,4377.38,1100.42,19467.23,42.0,France,74.13,25.33,51.26,73.64,71.84,85.41
